,Unnamed: 0,Date,Time,hashtags,tagged_usernames,Text,tokens,data,pol_sub,polarity,subjectivity,Stanford_score,Stanford_sentiment,pred_logreg,pred_logreg_proba,pred_forest,pred_forest_proba,pred_svc,pred_bayes,pred_bayes_proba
1323,1323,2020-05-20,11:18:00,"['#indonesiaterserah', '#corona']",[],"['ia', 'happens', 'country', 'right', 'indonesiaterserah', 'corona']","['ia', 'happens', 'country', 'right', 'indonesiaterserah', 'corona']",this ia what happens in our country right now  indonesiaterserah  corona,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857,2.0,Neutral,0,0.38687556426859426,0,0.34,0,0,0.49222433154349343
1324,1324,2020-05-20,11:18:00,"['#med', '#medtwitter', '#corona', '#coronavirus', '#pandemic', '#indiafightscorona', ""#c\\xe2\\x80\\xa6'""]",['@abdus1801:'],"['need', 'masks', '?', 'short', 'clip', 'full', 'video', 'med', 'medtwitter', 'corona', 'coronavirus', 'pandemic', 'indiafightscorona', 'c']","['need', 'masks', '?', 'short', 'clip', 'full', 'video', 'med', 'medtwitter', 'corona', 'coronavirus', 'pandemic', 'indiafightscorona', 'c']",why do we need masks a short clip from the full video med medtwitter corona coronavirus pandemic indiafightscorona c,"Sentiment(polarity=0.175, subjectivity=0.42500000000000004)",0.175,0.425,2.0,Neutral,0,0.13105952767003734,0,0.12,0,0,0.3489899984387681
1325,1325,2020-05-20,11:18:00,[],"['@rahulrajsfc:', '@suriya_offl']","['day40', '-', 'tdy', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'ppls', 'sheltered', 'ro']","['day40', '-', 'tdy', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'ppls', 'sheltered', 'ro']",day  tdy north chennai sfc  fans club members donated dinner to  ppls who have been sheltered on the ro,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.8165973430043397,1,0.7,1,1,0.6601838113303706
1326,1326,2020-05-20,11:18:00,[],"['@nellai_sfc:', '@suriyafansclub', '@suriya_offl', '@northchennaisfc', '@kegvraja', '@rajsekarpandian', '@prabhu_sr', ""@\\xe2\\x80\\xa6'""]","['day', '40', '-', 'today', 'north', 'chennai', 'sfc']","['day', '40', '-', 'today', 'north', 'chennai', 'sfc']",day   today we north chennai sfc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.7835934481675472,1,0.8283333333333333,1,1,0.5606124803760872
1327,1327,2020-05-20,11:18:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,2.0,Neutral,1,0.9497808484032662,1,0.72,1,1,0.7562727180373674
1328,1328,2020-05-20,11:18:00,[],"['@asfk_offl:', '@suriya_offl']","['day', '40', '-', 'today', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'peoples', 'sheltered']","['day', '40', '-', 'today', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'peoples', 'sheltered']",day   today north chennai sfc  fans club members donated dinner to  peoples who have been sheltered on,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.8126745439946649,1,0.72,1,1,0.6469304726463424
1329,1329,2020-05-20,11:18:00,"['#tiktokbanindia', '#cycloneamphan', '#corona', ""#bangalore'""]",[],"['north', '-', 'earthquake', 'east', '-', 'cyclone', 'west', '-', 'corona', 'south', '-', 'communism', 'tiktokbanindia', 'cycloneamphan', 'corona', 'bangalore']","['north', '-', 'earthquake', 'east', '-', 'cyclone', 'west', '-', 'corona', 'south', '-', 'communism', 'tiktokbanindia', 'cycloneamphan', 'corona', 'bangalore']",north  earthquake  east  cyclone  west  corona  south  communism    tiktokbanindia cycloneamphan corona bangalore,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.6360837432857731,1,0.5870452535399431,1,1,0.5021333333333337
1330,1330,2020-05-20,11:18:00,['#corona'],['@newhampjournal'],"['corona', 'taking', 'toll', '.', 'government', 'taking', 'toll', '.']","['corona', 'taking', 'toll', '.', 'government', 'taking', 'toll', '.']",the corona is not taking its toll the government is taking its toll,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,0,0.282528444461236,0,0.12,0,0,0.45970072968198034
1331,1331,2020-05-20,11:18:00,"['#chess\\xe2\\x99\\x9f\\xef\\xb8\\x8f', '#lockdownindia', '#lockdown4', '#covid_19', '#corona', '#stayhome', '#stayathomesavelives']",['@ashkarahmad11:'],"['playing', 'chess', 'enjoy', 'lockdownindia', 'lockdown4', 'covid_19', 'corona', 'stayhome', 'stayathomesavelives']","['playing', 'chess', 'enjoy', 'lockdownindia', 'lockdown4', 'covid_19', 'corona', 'stayhome', 'stayathomesavelives']",i am playing chess for enjoy in lockdownindia lockdown  covid  corona stayhome stayathomesavelives,"Sentiment(polarity=0.4, subjectivity=0.5)",0.4,0.5,3.0,Positive,1,0.9415134698941717,1,0.64,1,1,0.7349021981438119
1332,1332,2020-05-20,11:18:00,[],"['@scd_offl:', '@suriya_offl']","['day', '40', '-', 'tdy', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'peoples', 'sheltered', 'th']","['day', '40', '-', 'tdy', 'north', 'chennai', 'sfc', 'fans', 'club', 'members', 'donated', 'dinner', '100', 'peoples', 'sheltered', 'th']",day   tdy we north chennai sfc  fans club members donated dinner to  peoples who have been sheltered on th,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.852860414867194,1,0.72,1,1,0.667652311246702
1333,1333,2020-05-20,11:18:00,[],[],"['breaking', 'news', 'asian', 'paints', 'company', 'increases', 'salary', 'boost', 'confidence', 'support', 'among', 'employees', '.', '.']","['breaking', 'news', 'asian', 'paints', 'company', 'increases', 'salary', 'boost', 'confidence', 'support', 'among', 'employees', '.', '.']",breaking news asian paints company increases salary to boost confidence and support among employees  ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,1,0.5077051664868697,1,0.72,1,1,0.5129750611225642
1334,1334,2020-05-20,11:18:00,"['#savetourism', '#stayhome', '#indiafightscorona', '#travel', '#hospitalityindustry\\xe2\\x80\\xa6']",['@anurag_vashisht'],"['message', 'co-founder', 'savetourism', 'stayhome', 'indiafightscorona', 'travel', 'hospitalityindustry']","['message', 'co-founder', 'savetourism', 'stayhome', 'indiafightscorona', 'travel', 'hospitalityindustry']",message from our cofounder  savetourism stayhome indiafightscorona travel hospitalityindustry,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,0,0.09575071148954069,0,0.37221789883268486,0,0,0.32516540452261844
1335,1335,2020-05-20,11:18:00,[],['@frankfigliuzzi1:'],"['successful', 'drug', 'dealers', 'never', 'consume', 'product', '.', 'wont', 'end', 'well', 'trump', 'says', 'takes', 'unproven', 'hydroxychloroqu']","['successful', 'drug', 'dealers', 'never', 'consume', 'product', '.', 'wont', 'end', 'well', 'trump', 'says', 'takes', 'unproven', 'hydroxychloroqu']",successful drug dealers never consume their product this wont end well trump says he takes unproven hydroxychloroqu,"Sentiment(polarity=0.75, subjectivity=0.95)",0.75,0.95,3.0,Positive,0,0.05395064935280402,0,0.07204013377926421,0,0,0.2794847940981108
1336,1336,2020-05-20,11:18:00,"['#schoolsreopening', '#covid19', '#lockdown2020', '#wednesdaymorning', ""#wednesd\\xe2\\x80\\xa6'""]",['@prettyb91062441:'],"['ready', 'think', 'students', 'schoolsreopening', 'covid19', 'lockdown2020', 'eases', '?', 'wednesdaymorning', 'wednesd']","['ready', 'think', 'students', 'schoolsreopening', 'covid19', 'lockdown2020', 'eases', '?', 'wednesdaymorning', 'wednesd']",how ready do you think students are for schoolsreopening as covid lockdown eases  wednesdaymorning wednesd,"Sentiment(polarity=0.2, subjectivity=0.5)",0.2,0.5,2.0,Neutral,1,0.8534165416332309,1,0.86,1,1,0.6430110922933149
1337,1337,2020-05-20,11:17:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,1,0.718164344871457,0,0.42,1,1,0.6129183907151513
1338,1338,2020-05-20,11:17:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']",when people are trying to stay at home and be safe many covid warriors like pharmacist  and her fath,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,1,0.5533382981143469,1,0.68,1,0,0.43759726523583237
1339,1339,2020-05-20,11:17:00,['#pmqs'],[],"['tories', 'know', 'starmer', 'tearing', 'boris', 'pieces', 'pmqs', '&', 'amp', ';', 'performs', 'well', 'vocal', 'audience', '.']","['tories', 'know', 'starmer', 'tearing', 'boris', 'pieces', 'pmqs', '&', 'amp', ';', 'performs', 'well', 'vocal', 'audience', '.']",tories know starmer has been tearing boris to pieces at pmqs amp he only performs well when he has a vocal audience,"Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0,1.0,Negative,0,0.32754113456732253,0,0.28,0,0,0.384705475286698
1340,1340,2020-05-20,11:17:00,['#corona'],[],"['kenya', 'evicts', '7000', 'slums', 'despite', 'coronavirus', 'pandemic', 'corona']","['kenya', 'evicts', '7000', 'slums', 'despite', 'coronavirus', 'pandemic', 'corona']",kenya evicts  from slums despite coronavirus pandemic corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.6938400156020511,0,0.12,1,1,0.5190340808324942
1341,1341,2020-05-20,11:17:00,[],['@thenationaluae'],"['check', 'latest', 'gulf', 'doctors', 'chose', 'remain', 'france', 'germany', 'canada', 'us', 'help', 'figh']","['check', 'latest', 'gulf', 'doctors', 'chose', 'remain', 'france', 'germany', 'canada', 'us', 'help', 'figh']",check my latest for  gulf doctors who chose to remain in france germany canada and us to help figh,"Sentiment(polarity=0.5, subjectivity=0.9)",0.5,0.9,2.0,Neutral,1,0.8276389025572731,1,0.7,1,1,0.6975936294671023
1342,1342,2020-05-20,11:17:00,['#covid-19.\\ncatching'],[],"['fact', 'recover', 'covid-19', '.', 'catching', 'new', 'coronavirus', 'mean', 'life', '.']","['fact', 'recover', 'covid-19', '.', 'catching', 'new', 'coronavirus', 'mean', 'life', '.']",fact you can recover from covid catching the new coronavirus does not mean you will have it for life,"Sentiment(polarity=0.2975378787878788, subjectivity=0.6806818181818182)",0.2975378787878788,0.6806818181818182,1.0,Negative,1,0.619780963060658,1,0.66,1,1,0.55080733208591
1343,1343,2020-05-20,11:17:00,"['#wedding', '#marriage', '#congratulations', '#corona', '#nigeria', '#africa']",[],"['wish', 'lifetime', 'love', '.', 'wedding', 'marriage', 'congratulations', 'corona', 'nigeria', 'africa']","['wish', 'lifetime', 'love', '.', 'wedding', 'marriage', 'congratulations', 'corona', 'nigeria', 'africa']",i wish them a lifetime of love   wedding marriage congratulations corona nigeria africa,"Sentiment(polarity=0.5, subjectivity=0.6)",0.5,0.6,3.0,Positive,1,0.6933498955483486,1,0.66,1,1,0.5833397230574662
1344,1344,2020-05-20,11:17:00,['#corona'],['@kthopkins:'],"['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']","['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']",not a single medical professional has broken ranks to expose the truth  the corona was never the virus that was predicted,"Sentiment(polarity=-0.06607142857142857, subjectivity=0.17857142857142858)",-0.06607142857142857,0.17857142857142858,1.0,Negative,0,0.018342829221200074,0,0.38,0,0,0.20541891933869003
1345,1345,2020-05-20,11:17:00,"['#corona', ""#home'""]",[],"['dont', 'trust', 'corona', 'stay', 'safe', 'stay', 'home']","['dont', 'trust', 'corona', 'stay', 'safe', 'stay', 'home']",dont trust corona stay safe stay home,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,3.0,Positive,1,0.570397868622477,0,0.3301703048882439,1,0,0.4072070185084052
1346,1346,2020-05-20,11:17:00,[],['@sainishares:'],"['hidden', 'blessings', 'every', 'struggle', '59', ')', 'poland', '-', 'warsaw', '-', 'zloty', 'sun', 'city', '-', 'jodhpur', 'number', 'women', 'recei']","['hidden', 'blessings', 'every', 'struggle', '59', ')', 'poland', '-', 'warsaw', '-', 'zloty', 'sun', 'city', '-', 'jodhpur', 'number', 'women', 'recei']",there is hidden blessings in every struggle   poland  warsaw  zloty   sun city  jodhpur    number of women recei,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.3333333333333333)",-0.16666666666666666,0.3333333333333333,2.0,Neutral,0,0.24552414663008132,1,0.56,0,0,0.44379530891358054
1347,1347,2020-05-20,11:17:00,['#corona'],['@wupperinst:'],"['global', 'glimpses', 'corona', '-', 'sustainable', 'development', 'corona', 'times', '-', 'call', 'global', 'solidarity', 'series', 'articl']","['global', 'glimpses', 'corona', '-', 'sustainable', 'development', 'corona', 'times', '-', 'call', 'global', 'solidarity', 'series', 'articl']",global glimpses on corona  sustainable development in corona times  a call for global solidarity in a series of articl,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.582871282834983,1,0.6919999999999998,1,0,0.4978005842669905
1348,1348,2020-05-20,11:16:00,[],[],"['zomato', 'laid', '13', '%', 'employees', '.', 'swiggy', 'laid', '14', '%', 'employees', '.', 'ola', 'going', 'lay', '25', '%', 'workf']","['zomato', 'laid', '13', '%', 'employees', '.', 'swiggy', 'laid', '14', '%', 'employees', '.', 'ola', 'going', 'lay', '25', '%', 'workf']",zomato has laid off  of its employees  swiggy laid off  of its employees  ola is going to lay off  workf,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.5077524376934545,0,0.4333333333333333,1,0,0.4530707033047349
1349,1349,2020-05-20,11:16:00,"['#himachalpradesh', '#corona', '#coronacrisis', '#coronavirus\\xe2\\x80\\xa6']",[],"['hp', 'records', '14', 'fresh', 'cases', ';', 'tally', 'mounts', '104', 'himachalpradesh', 'corona', 'coronacrisis', 'coronavirus']","['hp', 'records', '14', 'fresh', 'cases', ';', 'tally', 'mounts', '104', 'himachalpradesh', 'corona', 'coronacrisis', 'coronavirus']",hp records  fresh cases tally mounts to  himachalpradesh corona coronacrisis coronavirus,"Sentiment(polarity=0.3, subjectivity=0.5)",0.3,0.5,2.0,Neutral,1,0.5246614153630802,1,0.7468095238095239,1,0,0.4759612569250439
1350,1350,2020-05-20,11:16:00,[],['@21wire:'],"['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']","['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']",very disturbing indeed but why is no one asking what is the point of tracking tracing quarantining the healthy in large num,"Sentiment(polarity=0.02142857142857142, subjectivity=0.6428571428571429)",0.02142857142857142,0.6428571428571429,1.0,Negative,0,0.10778576078433348,0,0.26,0,0,0.3630799295109163
1351,1351,2020-05-20,11:16:00,['#lhwrf'],['@lupinfoundatio1:'],"['lhwrf', 'ankleshwar', 'supported', '40', 'migrant', 'workers', 'water', 'bottle', 'biscuits', 'banana', 'mumbai', 'new', 'delhi', 'national']","['lhwrf', 'ankleshwar', 'supported', '40', 'migrant', 'workers', 'water', 'bottle', 'biscuits', 'banana', 'mumbai', 'new', 'delhi', 'national']",lhwrf ankleshwar supported  migrant workers with water bottle biscuits and banana on mumbai to new delhi national,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,2.0,Neutral,1,0.8070628426594693,1,0.84,1,1,0.6054198168221137
1352,1352,2020-05-20,11:16:00,[],[],"['coronavirus', 'never', 'worried', 'worries', '.', 'primitive', 'nature', 'knows', 'boundaries', 'humans', 'know', 'boundar']","['coronavirus', 'never', 'worried', 'worries', '.', 'primitive', 'nature', 'knows', 'boundaries', 'humans', 'know', 'boundar']",coronavirus never worried me but this this worries me  primitive nature knows boundaries humans know no boundar,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,0,0.02863619474234223,0,0.18,0,0,0.24602742073303607
1353,1353,2020-05-20,11:16:00,"['#lhwrf', '#migrantlivesm\\xe2\\x80\\xa6""']",['@lupinfoundatio1:'],"['lhwrf', 'vidisha', '&', 'amp', ';', 'mandideep', 'supported', '550', 'migrant', 'workers', 'providing', 'nutrition', 'kit', 'drinking', 'water', 'migrantlivesm']","['lhwrf', 'vidisha', '&', 'amp', ';', 'mandideep', 'supported', '550', 'migrant', 'workers', 'providing', 'nutrition', 'kit', 'drinking', 'water', 'migrantlivesm']",lhwrf vidisha amp mandideep supported  migrant workers by providing nutrition kit and drinking water migrantlivesm,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.8373307002925502,1,0.7466666666666666,1,1,0.6539513297887921
1354,1354,2020-05-20,11:16:00,"['#corona', '#coronaviruslockdown']",[],"['hold', 'onto', 'hope', 'story', 'happy', 'ending', '.', 'corona', 'coronaviruslockdown']","['hold', 'onto', 'hope', 'story', 'happy', 'ending', '.', 'corona', 'coronaviruslockdown']",hold onto the hope that this story will have a happy ending corona  coronaviruslockdown,"Sentiment(polarity=0.8, subjectivity=1.0)",0.8,1.0,3.0,Positive,1,0.723334660067602,1,0.8,1,1,0.6756015420693433
1355,1355,2020-05-20,11:16:00,"['#revenue', '#corona', '#coronawarriors']",['@pkumarias:'],"['revenue', 'family', 'members', 'fighting', 'corona', 'day', 'night', 'proud', 'coronawarriors', '!', 'tremendous', 'satisfaction', 'prom']","['revenue', 'family', 'members', 'fighting', 'corona', 'day', 'night', 'proud', 'coronawarriors', '!', 'tremendous', 'satisfaction', 'prom']",our revenue family members fighting corona day and night  proud of our coronawarriors   tremendous satisfaction in prom,"Sentiment(polarity=0.5666666666666667, subjectivity=1.0)",0.5666666666666667,1.0,3.0,Positive,1,0.978325126646468,1,0.7,1,1,0.7652050618593672
1356,1356,2020-05-20,11:16:00,"['#covid19', '#pharmacist']","['@bhagwan_maloo:', '@sharmakirtija']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fath']",when people are trying to stay at home and be safe many covid warriors like pharmacist  and her fath,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,1,0.5533382981143469,1,0.68,1,0,0.43759726523583237
1357,1357,2020-05-20,11:16:00,['#nhs'],"['@houseofcommons', '@ukparliament\\xe2\\x80\\xa6']","['saved', 'life', '...', '.on', 'hand', '...', 'f', '...', 'yet', 'clap', '!', 'nhs']","['saved', 'life', '...', '.on', 'hand', '...', 'f', '...', 'yet', 'clap', '!', 'nhs']",they saved my lifeon the other hand   f them  yet we clap  nhs,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,2.0,Neutral,1,0.6430217715071433,0,0.4,1,0,0.4651460941445207
1358,1358,2020-05-20,11:16:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,2.0,Neutral,1,0.9497808484032662,1,0.72,1,1,0.7562727180373674
1359,1359,2020-05-20,11:16:00,"['#internationalclinicaltrialsday', '#cologne', '#covid_19:']",['@unicologne:'],"['internationalclinicaltrialsday', 'medical', 'research', 'cologne', 'contributing', 'fight', 'covid_19', 'ten', 'clinical']","['internationalclinicaltrialsday', 'medical', 'research', 'cologne', 'contributing', 'fight', 'covid_19', 'ten', 'clinical']",internationalclinicaltrialsday what medical research in cologne is contributing to the fight on covid   ten clinical,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.5155058213219204,1,0.68,1,1,0.5054520929405902
1360,1360,2020-05-20,11:16:00,"['#nicolasturgeon', '#stayathomesavelives', '#corona', '#sarahsmith', '#shameful', ""#thef\\xe2\\x80\\xa6'""]",['@e_caproni:'],"['nicola', 'sturgeon', 'tells', 'straight', 'sarah', 'smith', 'nicolasturgeon', 'stayathomesavelives', 'corona', 'sarahsmith', 'shameful', 'thef']","['nicola', 'sturgeon', 'tells', 'straight', 'sarah', 'smith', 'nicolasturgeon', 'stayathomesavelives', 'corona', 'sarahsmith', 'shameful', 'thef']",nicola sturgeon tells it straight to sarah smith  nicolasturgeon stayathomesavelives corona sarahsmith shameful thef,"Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4,1.0,Negative,1,0.5792163563120639,1,0.88,1,0,0.4544678694884279
1361,1361,2020-05-20,11:16:00,"['#corona', '#mortality...\\n4.2']",[],"['corona', 'update..', '62', 'cases/lakh', 'world..', '7.9', 'people/lakh', 'india', 'mortality', '...', '4.2', 'people/lakh', 'world']","['corona', 'update..', '62', 'cases/lakh', 'world..', '7.9', 'people/lakh', 'india', 'mortality', '...', '4.2', 'people/lakh', 'world']",corona update  caseslakh in the world  peoplelakh in india  mortality  peoplelakh in the world,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral,1,0.7756289894210603,1,0.772,1,1,0.6133307243370452
1362,1362,2020-05-20,11:16:00,"['#india', '#corona', '#budget']",[],"['india', 'country', 'world', 'presented', 'corona', 'budget', 'ober', 'period', '3', 'days', '!', 'countries', 'h']","['india', 'country', 'world', 'presented', 'corona', 'budget', 'ober', 'period', '3', 'days', '!', 'countries', 'h']",india is the only country in the world that presented corona budget ober period of  days all other countries h,"Sentiment(polarity=-0.0625, subjectivity=0.6875)",-0.0625,0.6875,1.0,Negative,0,0.3326775619118164,0,0.48,0,0,0.4750369082215392
1363,1363,2020-05-20,11:16:00,[],"['@uncanny_spirit:', '@sanjaybragta']","['nepal', 'would', 'face', 'fate', 'like', 'tibet', '.', 'communists', 'neither', 'care', 'people', 'country', '.']","['nepal', 'would', 'face', 'fate', 'like', 'tibet', '.', 'communists', 'neither', 'care', 'people', 'country', '.']",nepal would face the fate like tibet communists neither care about their people nor about the country i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative,1,0.745598715808979,1,0.7066666666666666,1,0,0.4869502072670627
1364,1364,2020-05-20,11:16:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive,1,0.718164344871457,0,0.42,1,1,0.6129183907151513
1365,1365,2020-05-20,11:16:00,[],[],"['looking', 'all-in-one', 'property', 'related', 'management', 'visit', 'one', 'stop', 'solution']","['looking', 'all-in-one', 'property', 'related', 'management', 'visit', 'one', 'stop', 'solution']",looking for an allinone property related management then visit one stop solution to all,"Sentiment(polarity=0.0, subjectivity=0.4)",0.0,0.4,2.0,Neutral,1,0.6827829228488613,1,0.64,1,1,0.6055412465861008
1366,1366,2020-05-20,11:15:00,"[""#corona'""]",[],"['stay', 'away', 'carona', 'time', 'corona']","['stay', 'away', 'carona', 'time', 'corona']",stay away from carona for some more time  corona,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral,1,0.5759451363960322,1,0.68,1,0,0.45883070181774344
1367,1367,2020-05-20,11:15:00,"['#corona', '#nepal""']",['@shritushrestha\\xe2\\x80\\xa6'],"['2nd', 'article', 'global', 'glimpses', 'corona', '-', 'dealing', 'certain', 'uncertainties', 'nepal']","['2nd', 'article', 'global', 'glimpses', 'corona', '-', 'dealing', 'certain', 'uncertainties', 'nepal']",nd article global glimpses on corona  dealing with certain uncertainties in nepal by,"Sentiment(polarity=0.10714285714285714, subjectivity=0.2857142857142857)",0.10714285714285714,0.2857142857142857,1.0,Negative,1,0.5885931449020152,1,0.815,1,1,0.5308747453832079
1368,1368,2020-05-20,11:15:00,"[""#corona.\\xe2\\x80\\xa6'""]",['@barbara_bravo:'],"['real', '?', 'situation', 'tanzania', 'always', 'worrying', 'due', 'lack', 'data', 'information', 'corona', '.']","['real', '?', 'situation', 'tanzania', 'always', 'worrying', 'due', 'lack', 'data', 'information', 'corona', '.']",is this real the situation in tanzania has always been worrying due to the lack of data and information about corona,"Sentiment(polarity=0.037500000000000006, subjectivity=0.3375)",0.037500000000000006,0.3375,3.0,Positive,0,0.21050867698697337,0,0.4,0,0,0.3406186789667511
1369,1369,2020-05-20,11:15:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,2.0,Neutral,1,0.9497808484032662,1,0.72,1,1,0.7562727180373674
1370,1370,2020-05-20,11:15:00,['#corona'],"['@dprasanthnair', ""@prabirjha'""]","['currently', 'biggest', 'crisis', 'corona', 'could', 'next', 'one', '?']","['currently', 'biggest', 'crisis', 'corona', 'could', 'next', 'one', '?']",currently we have biggest crisis of corona   what could be the next one ,"Sentiment(polarity=0.0, subjectivity=0.2)",0.0,0.2,2.0,Neutral,1,0.6040776058245636,1,0.6,1,1,0.5250424805131982
1371,1371,2020-05-20,11:15:00,"['#wednesdaywisdom', ""#corona'""]",['@potus'],"['see', 'crowd', 'mask', 'shaking', 'hands', '.', 'know', 'safe', 'outside', 'wednesdaywisdom', 'corona']","['see', 'crowd', 'mask', 'shaking', 'hands', '.', 'know', 'safe', 'outside', 'wednesdaywisdom', 'corona']",when i see  in a crowd with no mask and shaking hands then i know its safe outside wednesdaywisdom corona,"Sentiment(polarity=0.25, subjectivity=0.275)",0.25,0.275,1.0,Negative,1,0.5686881156120592,0,0.42,1,1,0.514639714580829
