,Date,Time,hashtags,tagged_usernames,Text,tokens,data,pol_sub,polarity,subjectivity,Stanford_score,Stanford_sentiment
1206,2020-05-20,11:26:00,"['#corona', '#28jihadi\\n@sudhirchaudhary', '#corona\\xe2\\x80\\xa6']","['@zeenews', '@sudhirchaudhary', '@zeenews']","['studio', '28', '+ve', 'corona', 'cases', 'chupe', 'hue', '...', '28jihadi', 'corona']","['studio', '28', '+ve', 'corona', 'cases', 'chupe', 'hue', '...', '28jihadi', 'corona']",studio m  ve corona cases chupe hue the  jihadi     corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1207,2020-05-20,11:26:00,"['#india', '#fire', '#truck', '#lockdown4\\n#covid19', '#corona', '#bangalore\\n#industryinbihar', '#knowislam\\n#nepal\\xe2\\x80\\xa6']",[],"['fire', 'truck', 'india', 'fire', 'truck', 'lockdown4', 'covid19', 'corona', 'bangalore', 'industryinbihar', 'knowislam', 'nepal']","['fire', 'truck', 'india', 'fire', 'truck', 'lockdown4', 'covid19', 'corona', 'bangalore', 'industryinbihar', 'knowislam', 'nepal']",fire in truck  india fire truck lockdown covid corona bangalore industryinbihar knowislam nepal,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1208,2020-05-20,11:26:00,"['#corona', '#lockdown4']",[],"['gradually', 'heading', 'towards', 'new', 'normal', '(', ')', 'amidst', 'corona', 'lockdown4', 'stay', 'safe', '!', '!']","['gradually', 'heading', 'towards', 'new', 'normal', '(', ')', 'amidst', 'corona', 'lockdown4', 'stay', 'safe', '!', '!']",gradually we are heading towards new normals amidst corona lockdown   stay safe,"Sentiment(polarity=0.3181818181818182, subjectivity=0.4772727272727273)",0.3181818181818182,0.4772727272727273,3.0,Positive
1209,2020-05-20,11:26:00,[],['@21wire:'],"['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']","['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']",very disturbing indeed but why is no one asking what is the point of tracking tracing quarantining the healthy in large num,"Sentiment(polarity=0.02142857142857142, subjectivity=0.6428571428571429)",0.02142857142857142,0.6428571428571429,1.0,Negative
1210,2020-05-20,11:26:00,"['#workingfromhome', '#corona', '#lockdown']",[],"['working', 'home', 'goals', '.', 'workingfromhome', 'corona', 'lockdown']","['working', 'home', 'goals', '.', 'workingfromhome', 'corona', 'lockdown']",working from home goals workingfromhome corona lockdown,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1211,2020-05-20,11:26:00,"['#amphan', '#cyclonicstormamphan', '#cycloneamphanupdates', '#amphanupdate', '#covid19', ""#corona\\nhttps://t.co/g6zs0ovloo'""]",[],"['cyclone', 'amphan', 'live', 'updates', 'amphan', 'cyclonicstormamphan', 'cycloneamphanupdates', 'amphanupdate', 'covid19', 'corona', 'https//t.co/g6zs0ovloo']","['cyclone', 'amphan', 'live', 'updates', 'amphan', 'cyclonicstormamphan', 'cycloneamphanupdates', 'amphanupdate', 'covid19', 'corona', 'https//t.co/g6zs0ovloo']",cyclone amphan live updates amphan cyclonicstormamphan cycloneamphanupdates amphanupdate covid corona httpstcogzsovloo,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,2.0,Neutral
1212,2020-05-20,11:26:00,"['#corona', ""#erasmusmc'""]",[],"['nurse', 'took', 'blood', 'erasmus', 'mc', 'rotterdam', 'wearing', 'mask', 'gloves', '.', 'corona', 'erasmusmc']","['nurse', 'took', 'blood', 'erasmus', 'mc', 'rotterdam', 'wearing', 'mask', 'gloves', '.', 'corona', 'erasmusmc']",the nurse that took my blood at erasmus mc in rotterdam was not wearing a mask or gloves  corona erasmusmc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1213,2020-05-20,11:26:00,['#coronapanelat'],"['@andreas_riedl:', '@viecer_']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']",new english  version at the coronapanelat blog    audience expectations of coronavirus reporting from,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.06818181818181818,0.2272727272727273,2.0,Neutral
1214,2020-05-20,11:26:00,['#ressuruction'],[],"['ressuruction', 'i.e', '.', 'life', 'death', '...', '!', '!', 'fabricationa', 'falsehood', 'myth', '?', '?', '?', 'chek', '1800-2000-787', '-', 'toll', 'fr']","['ressuruction', 'i.e', '.', 'life', 'death', '...', '!', '!', 'fabricationa', 'falsehood', 'myth', '?', '?', '?', 'chek', '1800-2000-787', '-', 'toll', 'fr']",ressuruction ie life after death a fabricationa falsehood a myth  chek out at   toll fr,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1215,2020-05-20,11:26:00,[],[],"['buy', 'daily', 'essentials', 'bill', 'payments', '*amazon*', 'easily', '.', 'shop', 'https//t.co/2pp2xba8cg']","['buy', 'daily', 'essentials', 'bill', 'payments', '*amazon*', 'easily', '.', 'shop', 'https//t.co/2pp2xba8cg']",buy daily essentials and do bill payments on amazon easily  shop now   httpstcoppxbacg,"Sentiment(polarity=0.21666666666666667, subjectivity=0.4166666666666667)",0.21666666666666667,0.4166666666666667,2.0,Neutral
1216,2020-05-20,11:26:00,"[""#zo\\xe2\\x80\\xa6'""]",['@felistusngwira:'],"['official', 'presidential', 'address', 'excellency', 'nya-uyu', 'president', 'republic', 'vilekeke', 'covid-19', '.', 'zo']","['official', 'presidential', 'address', 'excellency', 'nya-uyu', 'president', 'republic', 'vilekeke', 'covid-19', '.', 'zo']",official presidential address from her excellency nyauyu the president of the republic of vilekeke on covid  zo,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1217,2020-05-20,11:25:00,['#corona'],['@'],"['found', 'suspect', '.', 'corona', 'washington', 'd.c', '.']","['found', 'suspect', '.', 'corona', 'washington', 'd.c', '.']",i found the suspect corona  washington dc,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1218,2020-05-20,11:25:00,"['#corona', '#coronanottoday']",[],"['corona', 'seems', 'lord', 'death', 'days', 'say', 'coronanottoday', 'taking', 'precautions', 'every', 'day', '.']","['corona', 'seems', 'lord', 'death', 'days', 'say', 'coronanottoday', 'taking', 'precautions', 'every', 'day', '.']",corona seems to be the lord of death these days and we say coronanottoday by taking all precautions every day we,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1219,2020-05-20,11:25:00,[],[],"['results', '54', '%', 'households', 'low-income', 'areas', 'computer', 'laptop', 'home', 'childrens', 'online', 'clas']","['results', '54', '%', 'households', 'low-income', 'areas', 'computer', 'laptop', 'home', 'childrens', 'online', 'clas']",results  of households in lowincome areas have a computer or a laptop at home for their childrens online clas,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1220,2020-05-20,11:25:00,"['#furloughscheme', '#ebom', '#electronics', '#components', '#technology', '#corona', '#covid1948\\xe2\\x80\\xa6']",[],"['everyone', 'think', 'furloughscheme', '?', '!', 'ebom', 'electronics', 'components', 'technology', 'corona', 'covid1948']","['everyone', 'think', 'furloughscheme', '?', '!', 'ebom', 'electronics', 'components', 'technology', 'corona', 'covid1948']",what does everyone think of the furloughscheme  ebom electronics components technology corona covid,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1221,2020-05-20,11:25:00,"['#nigeria', ""#corona'""]",[],"['292', 'nigerians', 'evacuated', 'saudi', 'arabia', 'arrive', 'nigeria', 'nigeria', 'corona']","['292', 'nigerians', 'evacuated', 'saudi', 'arabia', 'arrive', 'nigeria', 'nigeria', 'corona']", nigerians evacuated from saudi arabia arrive nigeria  nigeria corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1222,2020-05-20,11:25:00,"['#covid19', '#pharmacist']","['@jodhrajnagar20:', '@sharmakirtija']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fat']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fat']",when people are trying to stay at home and be safe many covid warriors like pharmacist  and her fat,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral
1223,2020-05-20,11:25:00,"['#coronaupdatesindia', '#coronaupdates', '#corona', '#coronapandemic', '#covid19pandemic', ""#covid19ab'""]",[],"['5m', 'corona', 'cases', 'worldwide', 'coronaupdatesindia', 'coronaupdates', 'corona', 'coronapandemic', 'covid19pandemic', 'covid19a']","['5m', 'corona', 'cases', 'worldwide', 'coronaupdatesindia', 'coronaupdates', 'corona', 'coronapandemic', 'covid19pandemic', 'covid19a']",m corona cases worldwide  coronaupdatesindia coronaupdates  corona coronapandemic  covidpandemic covida,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1224,2020-05-20,11:25:00,[],['@sidtmalumni:'],"['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.', 'date']","['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.', 'date']",sidtm in collaboration with one of our esteemed alumnus mr rajan dhawan of batch  has organized a webinar  date,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1225,2020-05-20,11:25:00,"['#covid\\xe3\\x83\\xbc19', '#covid19aus', '#coronavirus', '#corona']",[],"['kun', 'anons', 'timeline', 'covid', '.', 'covid19', 'covid19aus', 'coronavirus', 'corona']","['kun', 'anons', 'timeline', 'covid', '.', 'covid19', 'covid19aus', 'coronavirus', 'corona']",from kun anons timeline of covid covid covidaus coronavirus corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1226,2020-05-20,11:25:00,"[""#corona'""]",[],"['dear', 'world', 'long', 'pause', ';', 'dont', 'think', 'time', 'play', '?', 'corona']","['dear', 'world', 'long', 'pause', ';', 'dont', 'think', 'time', 'play', '?', 'corona']",dear world  it has been a long pause dont you think its time to play again  corona,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,1.0,Negative
1227,2020-05-20,11:25:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1228,2020-05-20,11:25:00,[],[],"['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.']","['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.']",sidtm in collaboration with one of our esteemed alumnus mr rajan dhawan of batch  has organized a webinar,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1229,2020-05-20,11:25:00,[],[],"['team', 'medical', 'education', 'department', 'working', 'relentlessly', 'increase', 'testing', 'capacity', 'stat']","['team', 'medical', 'education', 'department', 'working', 'relentlessly', 'increase', 'testing', 'capacity', 'stat']",the team at medical education department has been working relentlessly to increase the testing capacity in the stat,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1230,2020-05-20,11:25:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1231,2020-05-20,11:25:00,"['#webinaralert:', '#corona']",[],"['webinaralert', 'dr', 'shekhar', 'pathak', 'founder', 'pahar', 'speak', 'corona', 'crisis', 'lockdown', 'context']","['webinaralert', 'dr', 'shekhar', 'pathak', 'founder', 'pahar', 'speak', 'corona', 'crisis', 'lockdown', 'context']",webinaralert dr shekhar pathak the founder of pahar will speak on corona crisis lockdown in the context of,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1232,2020-05-20,11:25:00,"['#thor', '#bangalore', '#corona']",[],"['thor', 'arrive', 'bangalore', 'take', 'corona', '?', 'hope', 'goes', 'head', 'time', '!']","['thor', 'arrive', 'bangalore', 'take', 'corona', '?', 'hope', 'goes', 'head', 'time', '!']",did thor just arrive in bangalore to take of corona  hope he goes for the head this time,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1233,2020-05-20,11:25:00,[],['@1:30'],"['one', 'question', 'remains', 'hell', 'booming', 'sound', '30', 'pm', '?', 'remember', 'local', 'horror', 'movi']","['one', 'question', 'remains', 'hell', 'booming', 'sound', '30', 'pm', '?', 'remember', 'local', 'horror', 'movi']",but one question that remains   what the hell was that booming sound  pm   remember in the local horror movi,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,2.0,Neutral
1234,2020-05-20,11:24:00,['#corona'],[],"['time', 'corona', '&', 'amp', ';', 'financial', 'uncertainty', 'time', 'look', 'money', 'claim']","['time', 'corona', '&', 'amp', ';', 'financial', 'uncertainty', 'time', 'look', 'money', 'claim']",at this time of  corona amp financial uncertainty  this is the time to look out for your money and claim all your o,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1235,2020-05-20,11:24:00,"['#fifa20', '#stayhome', '#stayathome\\xe2\\x80\\xa6']",[],"['nobody', 'complaining', 'offside', 'call', 'disfunction', 'fifa20', 'super', 'annoying', 'stayhome', 'stayathome']","['nobody', 'complaining', 'offside', 'call', 'disfunction', 'fifa20', 'super', 'annoying', 'stayhome', 'stayathome']",why is nobody complaining about the offside call disfunction in fifa super annoying stayhome stayathome,"Sentiment(polarity=-0.23333333333333336, subjectivity=0.7833333333333333)",-0.23333333333333334,0.7833333333333333,1.0,Negative
1236,2020-05-20,11:24:00,"['#corona', '#wednesdaymorning']",['@drnausheenkhan:'],"['times', 'corona', 'need', 'safe', 'hugs', 'wednesdaymorning', 'https//t.co/p1erg5kj36']","['times', 'corona', 'need', 'safe', 'hugs', 'wednesdaymorning', 'https//t.co/p1erg5kj36']",in the times of corona all you need is safe hugs wednesdaymorning  httpstcopergkj,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,3.0,Positive
1237,2020-05-20,11:24:00,"['#corona', '#coronanederland', '#coronavirusnl', '#coronamaatregelen']",[],"['dries', 'interviewt', 'rutte', 'de', 'coronacrisis', 'corona', 'coronanederland', 'coronavirusnl', 'coronamaatregelen']","['dries', 'interviewt', 'rutte', 'de', 'coronacrisis', 'corona', 'coronanederland', 'coronavirusnl', 'coronamaatregelen']",dries interviewt rutte over de coronacrisis corona coronanederland coronavirusnl coronamaatregelen,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1238,2020-05-20,11:24:00,[],[],"['new', 't-shirt', 'designs', 'work', '.', 'looking', 'logo', 'brand', 'brand', 'identity', 'contact']","['new', 't-shirt', 'designs', 'work', '.', 'looking', 'logo', 'brand', 'brand', 'identity', 'contact']",my new tshirt designs work if you are looking for a logo brand and brand identity contact me,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,3.0,Positive
1239,2020-05-20,11:24:00,"['#hunger', '#corona']","['@lavanyaballal', '@deewise_one', '@narendramodi']","['hunger', 'kill', '1000s', 'indians', 'corona', '.', 'second', 'de']","['hunger', 'kill', '1000s', 'indians', 'corona', '.', 'second', 'de']",hunger will kill s of indians before corona does the second and de,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1240,2020-05-20,11:24:00,"['#pmqs', '#borisjohnson', '#keirstarmer', ""#corona'""]",[],"['whips', 'hard', 'work', 'making', 'sure', 'tories', 'arent', 'asking', 'corona-related', 'questions', '.', 'pmqs', 'borisjohnson', 'keirstarmer', 'corona']","['whips', 'hard', 'work', 'making', 'sure', 'tories', 'arent', 'asking', 'corona-related', 'questions', '.', 'pmqs', 'borisjohnson', 'keirstarmer', 'corona']",whips have been very hard at work making sure tories arent asking coronarelated questions pmqs borisjohnson keirstarmer corona,"Sentiment(polarity=0.060416666666666646, subjectivity=0.7965277777777777)",0.06041666666666665,0.7965277777777777,2.0,Neutral
1241,2020-05-20,11:24:00,"['#corona', '#virus']",[],"['government', 'telling', 'many', 'lies', '=', 'corona', 'virus']","['government', 'telling', 'many', 'lies', '=', 'corona', 'virus']",the government telling too many lies  corona virus,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,2.0,Neutral
1242,2020-05-20,11:24:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,2.0,Neutral
1243,2020-05-20,11:24:00,"[""#corona'""]",['@grihini:'],"['hope', 'cut', 'kept', 'hands', 'even', 'death', 'continue', 'curing', 'afflicted', '...', '.', 'corona']","['hope', 'cut', 'kept', 'hands', 'even', 'death', 'continue', 'curing', 'afflicted', '...', '.', 'corona']",hope they cut and kept his hands so that even after death he can continue curing the afflicted corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1244,2020-05-20,11:24:00,['#corona'],['@kthopkins:'],"['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']","['single', 'medical', 'professional', 'broken', 'ranks', 'expose', 'truth', 'corona', 'never', 'virus', 'predicted', '.']",not a single medical professional has broken ranks to expose the truth  the corona was never the virus that was predicted,"Sentiment(polarity=-0.06607142857142857, subjectivity=0.17857142857142858)",-0.06607142857142857,0.17857142857142858,1.0,Negative
1245,2020-05-20,11:24:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,3.0,Positive
1246,2020-05-20,11:24:00,[],[],"['ep1', 'love', 'time', 'corona', '-', 'stay', 'connected', 'physically', 'apart', '?']","['ep1', 'love', 'time', 'corona', '-', 'stay', 'connected', 'physically', 'apart', '?']",ep is love in the time of corona  how can we stay connected while were physically apart,"Sentiment(polarity=0.25, subjectivity=0.37142857142857144)",0.25,0.37142857142857133,3.0,Positive
1247,2020-05-20,11:24:00,"['#corona', '#coronainpakistan', ""#lockdown'""]",[],"['record', 'death', 'toll', 'coronavirus', 'pakistan', 'analysis', 'razi', 'ud', 'din', '...', 'corona', 'coronainpakistan', 'lockdown']","['record', 'death', 'toll', 'coronavirus', 'pakistan', 'analysis', 'razi', 'ud', 'din', '...', 'corona', 'coronainpakistan', 'lockdown']",record death toll with coronavirus in pakistan  analysis by razi ud din   corona coronainpakistan lockdown,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1248,2020-05-20,11:24:00,"['#\\xe0\\xae\\xae\\xe0\\xae\\x95\\xe0\\xaf\\x8d\\xe0\\xae\\x95\\xe0\\xae\\xb3\\xe0\\xaf\\x8d_\\xe0\\xae\\xaa\\xe0\\xae\\xa3\\xe0\\xae\\xbf\\xe0\\xae\\xaf\\xe0\\xae\\xbf\\xe0\\xae\\xb2\\xe0\\xaf\\x8d_\\xe0\\xae\\xa4\\xe0\\xae\\xbf\\xe0\\xae\\xae\\xe0\\xaf\\x81\\xe0\\xae\\x95', '#ondrinaivomvaa', '#migrants', '#gst', ""#corona'""]",['@dayanidhi_maran:'],"['watch', 'ondrinaivomvaa', 'migrants', 'gst', 'corona']","['watch', 'ondrinaivomvaa', 'migrants', 'gst', 'corona']",watch  ondrinaivomvaa migrants gst corona,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1249,2020-05-20,11:23:00,"['#uae', '#israel', '#corona', ""#corona\\xe2\\x80\\xa6'""]",['@baaghitv:'],"['uae', 'operates', 'first', 'flight', 'israel', 'covid-19', 'aid', 'palestinians', 'https//t.co/hjsp5rx5yi', 'uae', 'israel', 'corona', 'corona']","['uae', 'operates', 'first', 'flight', 'israel', 'covid-19', 'aid', 'palestinians', 'https//t.co/hjsp5rx5yi', 'uae', 'israel', 'corona', 'corona']",uae operates first flight to israel with covid aid for palestinians  httpstcohjsprxyi  uae israel corona corona,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,2.0,Neutral
1250,2020-05-20,11:23:00,[],['@jerryhicksunite:'],"['anyone', 'else', 'think', 'timing', 'captain', 'toms', 'knighthood', 'blatantly', 'used', 'distractio']","['anyone', 'else', 'think', 'timing', 'captain', 'toms', 'knighthood', 'blatantly', 'used', 'distractio']",is it just me or does anyone else think the timing of captain toms knighthood is blatantly being used as a distractio,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,1.0,Negative
1251,2020-05-20,11:23:00,['#coronaupdate'],[],"['coronaupdate', '|', '42298', 'people', 'recovered', 'number', 'active', 'cases', '61149', 'lav', 'agarwal', 'union', 'health']","['coronaupdate', '|', '42298', 'people', 'recovered', 'number', 'active', 'cases', '61149', 'lav', 'agarwal', 'union', 'health']",coronaupdate   people have recovered and the number of active cases are  lav agarwal union health m,"Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",-0.13333333333333333,0.6,1.0,Negative
1252,2020-05-20,11:23:00,[],[],"['new', 't-shirt', 'designs', 'work', '.', 'looking', 'logo', 'brand', 'brand', 'identity', 'contact']","['new', 't-shirt', 'designs', 'work', '.', 'looking', 'logo', 'brand', 'brand', 'identity', 'contact']",my new tshirt designs work if you are looking for a logo brand and brand identity contact me,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545,3.0,Positive
1253,2020-05-20,11:23:00,"['#coronavirus', '#baghdadpost', '#corona\\xe2\\x80\\xa6']",[],"['coronavirus', 'infections', 'exceed', '5', 'million', 'around', 'world', 'deaths', '325000', 'baghdadpost', 'corona']","['coronavirus', 'infections', 'exceed', '5', 'million', 'around', 'world', 'deaths', '325000', 'baghdadpost', 'corona']",coronavirus infections exceed  million around the world with deaths at more than   baghdadpost corona,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,1.0,Negative
1254,2020-05-20,11:23:00,[],"['@telanganacmo', '@theprintindia', '@ktrtrs']","['file', 'case', 'info', 'false', 'true', 'kcr', 'answe']","['file', 'case', 'info', 'false', 'true', 'kcr', 'answe']",should file a case against  if this info is false if true will kcr and  answe,"Sentiment(polarity=-0.02500000000000005, subjectivity=0.625)",-0.02500000000000005,0.625,2.0,Neutral
1255,2020-05-20,11:23:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome,"Sentiment(polarity=0.35, subjectivity=0.65)",0.35,0.65,2.0,Neutral
1256,2020-05-20,11:23:00,"['#britisher', '#politician', '#india', '#corona', '#politicians']",['@girishsharma161:'],"['britisher', 'asked', 'politician', 'india', 'tested', 'postive', 'corona', 'lot', 'politicians', 'around']","['britisher', 'asked', 'politician', 'india', 'tested', 'postive', 'corona', 'lot', 'politicians', 'around']",a britisher asked me   why no politician in india tested postive for corona while lot of politicians around the,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,1.0,Negative
1257,2020-05-20,11:23:00,['#coronabanlifted\\n#lockdown\\xe2\\x80\\xa6'],[],"['linz', 'lifestyle', 'alot', 'places', 'upper', 'austria', 'back', 'opened', '!', 'coronabanlifted', 'lockdown']","['linz', 'lifestyle', 'alot', 'places', 'upper', 'austria', 'back', 'opened', '!', 'coronabanlifted', 'lockdown']",linz lifestyle  alot of places in upper austria are back to being opened coronabanlifted lockdown,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1258,2020-05-20,11:23:00,"['#nelocnews', '#nelocmedia\\xe2\\x80\\xa6']",[],"['ptf', 'begins', 'training', 'covid-19', 'prevention', 'among', 'kanos', 'almajirai', 'nelocmedia']","['ptf', 'begins', 'training', 'covid-19', 'prevention', 'among', 'kanos', 'almajirai', 'nelocmedia']",ptf begins training on covid prevention among kanos almajirai  nelocmedia,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,2.0,Neutral
1259,2020-05-20,11:23:00,"['#covid19', '#coronapocalypse', '#coronavirus', '#covid_19', '#coronavirusoutbreak', '#filmyourhospital', '#covid2019\\xe2\\x80\\xa6']",[],"['exactly', '...', '.', 'covid19', 'coronapocalypse', 'coronavirus', 'covid_19', 'coronavirusoutbreak', 'filmyourhospital', 'covid2019']","['exactly', '...', '.', 'covid19', 'coronapocalypse', 'coronavirus', 'covid_19', 'coronavirusoutbreak', 'filmyourhospital', 'covid2019']",exactly  covid coronapocalypse coronavirus covid  coronavirusoutbreak filmyourhospital covid,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,2.0,Neutral
1260,2020-05-20,11:22:00,['#coronapanelat'],"['@andreas_riedl:', '@viecer_']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']",new english  version at the coronapanelat blog    audience expectations of coronavirus reporting from,"Sentiment(polarity=0.06818181818181818, subjectivity=0.22727272727272727)",0.06818181818181818,0.2272727272727273,2.0,Neutral
